deployment,year,VegHF,SoilHF,VegForDetectionDistance,DeploymentYear
ABMI-1279-NW,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1279-NW_2017
ABMI-1279-SE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1279-SE_2017
ABMI-1279-SW,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1279-SW_2017
ABMI-1280-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1280-NE_2017
ABMI-1280-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1280-NW_2017
ABMI-1280-SE,2017,GrassHerb,BlO,Grass,ABMI-1280-SE_2017
ABMI-1280-SW,2017,GrassHerb,BlO,Grass,ABMI-1280-SW_2017
ABMI-1281-NE,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1281-NE_2018
ABMI-1281-SW,2018,GrassHerb,,Grass,ABMI-1281-SW_2018
ABMI-1282-NE,2018,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1282-NE_2018
ABMI-1282-SW,2018,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1282-SW_2018
ABMI-1283-NE,2018,GrassHerb,,Grass,ABMI-1283-NE_2018
ABMI-1283-SW,2018,GrassHerb,,Grass,ABMI-1283-SW_2018
ABMI-1284-NE,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1284-NE_2016
ABMI-1284-NW,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1284-NW_2016
ABMI-1284-SE,2016,CultivationRoughPasture,CultivationRoughPasture,Decid,ABMI-1284-SE_2016
ABMI-1284-SW,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1284-SW_2016
ABMI-1285-NE,2016,GrassHerb,Lo,Grass,ABMI-1285-NE_2016
ABMI-1285-NW,2016,CultivationAbandoned,CultivationAbandoned,Grass,ABMI-1285-NW_2016
ABMI-1285-SE,2016,GrassHerb,Lo,Grass,ABMI-1285-SE_2016
ABMI-1285-SW,2016,CultivationAbandoned,CultivationAbandoned,Grass,ABMI-1285-SW_2016
ABMI-1291-NE,2017,Pine9,,Conif,ABMI-1291-NE_2017
ABMI-1291-NW,2017,Spruce9,,Conif,ABMI-1291-NW_2017
ABMI-1291-SE,2017,Pine9,,Conif,ABMI-1291-SE_2017
ABMI-1291-SW,2017,Spruce9,,Conif,ABMI-1291-SW_2017
ABMI-1292-NE,2017,TreedBog7,,WetTreed,ABMI-1292-NE_2017
ABMI-1292-NW,2017,Pine7,,Conif,ABMI-1292-NW_2017
ABMI-1292-SE,2017,Pine7,,Conif,ABMI-1292-SE_2017
ABMI-1292-SW,2017,Pine7,,Conif,ABMI-1292-SW_2017
ABMI-1293-NE,2017,Spruce7,,Conif,ABMI-1293-NE_2017
ABMI-1293-NW,2017,Spruce7,,Conif,ABMI-1293-NW_2017
ABMI-1293-SE,2017,Spruce7,,Conif,ABMI-1293-SE_2017
ABMI-1293-SW,2017,CCSpruce2,CutBlocks,HF,ABMI-1293-SW_2017
ABMI-1294-NE,2018,TreedBog8,,WetTreed,ABMI-1294-NE_2018
ABMI-1294-NW,2018,Spruce5,,Conif,ABMI-1294-NW_2018
ABMI-1294-SE,2018,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1294-SE_2018
ABMI-1294-SW,2018,Mixedwood7,,Decid,ABMI-1294-SW_2018
ABMI-1295-NE,2018,TreedBog7,,WetTreed,ABMI-1295-NE_2018
ABMI-1295-NW,2018,Spruce5,,Conif,ABMI-1295-NW_2018
ABMI-1295-SE,2018,CCPine1,CutBlocks,HF,ABMI-1295-SE_2018
ABMI-1295-SW,2018,Mixedwood5,,Decid,ABMI-1295-SW_2018
ABMI-1296-NE,2018,TreedFen8,,WetTreed,ABMI-1296-NE_2018
ABMI-1296-NW,2018,CCMixedwoodR,CutBlocks,HF,ABMI-1296-NW_2018
ABMI-1296-SE,2018,TreedFen6,,WetTreed,ABMI-1296-SE_2018
ABMI-1296-SW,2018,TreedBog9,,WetTreed,ABMI-1296-SW_2018
ABMI-1303-NE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1303-NE_2015
ABMI-1303-NW,2015,RuralResidentialIndustrial,RuralResidentialIndustrial,Decid,ABMI-1303-NW_2015
ABMI-1303-SE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1303-SE_2015
ABMI-1303-SW,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1303-SW_2015
ABMI-1304-NE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1304-NE_2015
ABMI-1304-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1304-NW_2015
ABMI-1304-SE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1304-SE_2015
ABMI-1304-SW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1304-SW_2015
ABMI-1305-NE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1305-NE_2015
ABMI-1305-NW,2015,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1305-NW_2015
ABMI-1305-SE,2015,GrassHerb,Lo,Shrub,ABMI-1305-SE_2015
ABMI-1305-SW,2015,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1305-SW_2015
ABMI-1306-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1306-NE_2017
ABMI-1306-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1306-NW_2017
ABMI-1306-SE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1306-SE_2017
ABMI-1306-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1306-SW_2017
ABMI-1307-NE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1307-NE_2017
ABMI-1307-NW,2017,GrassHerb,BlO,Grass,ABMI-1307-NW_2017
ABMI-1307-SE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1307-SE_2017
ABMI-1307-SW,2017,GrassHerb,Len,Grass,ABMI-1307-SW_2017
ABMI-1308-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1308-NE_2017
ABMI-1308-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1308-NW_2017
ABMI-1308-SE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1308-SE_2017
ABMI-1308-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1308-SW_2017
ABMI-1309-NE,2018,GrassHerb,,Grass,ABMI-1309-NE_2018
ABMI-1309-SW,2018,GrassHerb,,Grass,ABMI-1309-SW_2018
ABMI-1310-NE,2018,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1310-NE_2018
ABMI-1310-SW,2018,CultivationCrop,CultivationCrop,HF,ABMI-1310-SW_2018
ABMI-1311-NE,2018,GrassHerb,,Grass,ABMI-1311-NE_2018
ABMI-1311-SW,2018,GrassHerb,,Grass,ABMI-1311-SW_2018
ABMI-1312-NE,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1312-NE_2016
ABMI-1312-NW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1312-NW_2016
ABMI-1312-SE,2016,GrassHerb,Ov,Grass,ABMI-1312-SE_2016
ABMI-1312-SW,2016,GrassHerb,Lo,Grass,ABMI-1312-SW_2016
ABMI-1313-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1313-NE_2016
ABMI-1313-NW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1313-NW_2016
ABMI-1313-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1313-SE_2016
ABMI-1313-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1313-SW_2016
ABMI-1314-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1314-NE_2016
ABMI-1314-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1314-NW_2016
ABMI-1314-SE,2016,GrassHerb,Lo,Grass,ABMI-1314-SE_2016
ABMI-1314-SW,2016,GrassHerb,Sa,Grass,ABMI-1314-SW_2016
ABMI-1320-NE,2018,Bare,,Grass,ABMI-1320-NE_2018
ABMI-1320-NW,2018,Bare,,Grass,ABMI-1320-NW_2018
ABMI-1320-SE,2018,GrassHerb,,Grass,ABMI-1320-SE_2018
ABMI-1321-NE,2017,Pine7,,Conif,ABMI-1321-NE_2017
ABMI-1321-NW,2017,Pine6,,Conif,ABMI-1321-NW_2017
ABMI-1321-SE,2017,Pine6,,Conif,ABMI-1321-SE_2017
ABMI-1321-SW,2017,Pine6,,Conif,ABMI-1321-SW_2017
ABMI-1322-NE,2017,Spruce8,,Conif,ABMI-1322-NE_2017
ABMI-1322-NW,2017,Pine7,,Conif,ABMI-1322-NW_2017
ABMI-1322-SE,2017,Pine7,,Conif,ABMI-1322-SE_2017
ABMI-1322-SW,2017,Pine8,,Conif,ABMI-1322-SW_2017
ABMI-1323-NE,2018,Spruce6,,Conif,ABMI-1323-NE_2018
ABMI-1323-NW,2018,Spruce6,,Conif,ABMI-1323-NW_2018
ABMI-1323-SE,2018,Spruce6,,Conif,ABMI-1323-SE_2018
ABMI-1323-SW,2018,CCPineR,CutBlocks,HF,ABMI-1323-SW_2018
ABMI-1324-NE,2018,Pine7,,Conif,ABMI-1324-NE_2018
ABMI-1324-NW,2018,Decid1,,Decid,ABMI-1324-NW_2018
ABMI-1324-SE,2018,CCPine2,CutBlocks,HF,ABMI-1324-SE_2018
ABMI-1324-SW,2018,Pine7,,Conif,ABMI-1324-SW_2018
ABMI-1325-NE,2018,CCMixedwood2,CutBlocks,HF,ABMI-1325-NE_2018
ABMI-1325-NW,2018,CCMixedwood2,CutBlocks,HF,ABMI-1325-NW_2018
ABMI-1325-SE,2018,Mixedwood7,,Decid,ABMI-1325-SE_2018
ABMI-1325-SW,2018,Spruce8,,Conif,ABMI-1325-SW_2018
ABMI-1332-NE,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1332-NE_2015
ABMI-1332-NW,2015,Decid5,Lo,Decid,ABMI-1332-NW_2015
ABMI-1332-SE,2015,GrassHerb,UNK,HF,ABMI-1332-SE_2015
ABMI-1332-SW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1332-SW_2015
ABMI-1333-NE,2015,Shrub,TB,Water,ABMI-1333-NE_2015
ABMI-1333-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1333-NW_2015
ABMI-1333-SE,2015,GrassHerb,Lo,Grass,ABMI-1333-SE_2015
ABMI-1333-SW,2015,GrassHerb,Lo,Grass,ABMI-1333-SW_2015
ABMI-1334-NE,2015,GrassHerb,Lo,Grass,ABMI-1334-NE_2015
ABMI-1334-NW,2015,GrassHerb,Lo,Grass,ABMI-1334-NW_2015
ABMI-1334-SE,2015,GrassHerb,Lo,Grass,ABMI-1334-SE_2015
ABMI-1334-SW,2015,GrassHerb,Lo,Grass,ABMI-1334-SW_2015
ABMI-1335-NE,2017,Marsh,Lo,WetGrass,ABMI-1335-NE_2017
ABMI-1335-NW,2017,Marsh,Lo,WetGrass,ABMI-1335-NW_2017
ABMI-1335-SE,2017,Marsh,Lo,WetGrass,ABMI-1335-SE_2017
ABMI-1335-SW,2017,GrassHerb,Lo,Grass,ABMI-1335-SW_2017
ABMI-1336-NE,2017,GrassHerb,Lo,Grass,ABMI-1336-NE_2017
ABMI-1336-NW,2017,Shrub,Lo,Shrub,ABMI-1336-NW_2017
ABMI-1336-SE,2017,GrassHerb,Lo,Grass,ABMI-1336-SE_2017
ABMI-1336-SW,2017,GrassHerb,Lo,Grass,ABMI-1336-SW_2017
ABMI-1337-NE,2017,GrassHerb,BlO,Grass,ABMI-1337-NE_2017
ABMI-1337-NW,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1337-NW_2017
ABMI-1337-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1337-SE_2017
ABMI-1337-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1337-SW_2017
ABMI-1338-NE,2018,CultivationCrop,CultivationCrop,HF,ABMI-1338-NE_2018
ABMI-1338-SW,2018,GrassHerb,,Grass,ABMI-1338-SW_2018
ABMI-1339-NE,2018,CultivationCrop,CultivationCrop,HF,ABMI-1339-NE_2018
ABMI-1339-SW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1339-SW_2018
ABMI-1340-NE,2018,GrassHerb,,Grass,ABMI-1340-NE_2018
ABMI-1340-SW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1340-SW_2018
ABMI-1341-NE,2016,Marsh,BlO,HF,ABMI-1341-NE_2016
ABMI-1341-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1341-NW_2016
ABMI-1341-SE,2016,Marsh,BlO,HF,ABMI-1341-SE_2016
ABMI-1341-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1341-SW_2016
ABMI-1342-NE,2016,UrbanIndustrial,UrbanIndustrial,HF,ABMI-1342-NE_2016
ABMI-1342-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1342-NW_2016
ABMI-1342-SE,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1342-SE_2016
ABMI-1342-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1342-SW_2016
ABMI-1343-NE,2016,GrassHerb,Lo,Grass,ABMI-1343-NE_2016
ABMI-1343-NW,2016,CultivationAbandoned,CultivationAbandoned,Grass,ABMI-1343-NW_2016
ABMI-1343-SE,2016,GrassHerb,Lo,Water,ABMI-1343-SE_2016
ABMI-1343-SW,2016,GrassHerb,Lo,Grass,ABMI-1343-SW_2016
ABMI-1346-NE,2018,Shrub,,Shrub,ABMI-1346-NE_2018
ABMI-1346-NW,2018,Shrub,,Shrub,ABMI-1346-NW_2018
ABMI-1346-SE,2018,Shrub,,Shrub,ABMI-1346-SE_2018
ABMI-1346-SW,2018,GrassHerb,,Grass,ABMI-1346-SW_2018
ABMI-1356-NE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1356-NE_2017
ABMI-1356-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1356-NW_2017
ABMI-1356-SE,2017,GraminoidFen,LenSP,WetGrass,ABMI-1356-SE_2017
ABMI-1356-SW,2017,Marsh,LenSP,WetGrass,ABMI-1356-SW_2017
ABMI-1357-NE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1357-NE_2017
ABMI-1357-NW,2017,GrassHerb,Ov,Grass,ABMI-1357-NW_2017
ABMI-1357-SE,2017,Marsh,Ov,WetGrass,ABMI-1357-SE_2017
ABMI-1357-SW,2017,GrassHerb,Ov,Grass,ABMI-1357-SW_2017
ABMI-1358-NE,2017,RoadHardSurface,RoadHardSurface,HF,ABMI-1358-NE_2017
ABMI-1358-NW,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1358-NW_2017
ABMI-1358-SE,2017,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1358-SE_2017
ABMI-1358-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1358-SW_2017
ABMI-1360-NE,2018,Marsh,,WetGrass,ABMI-1360-NE_2018
ABMI-1360-SW,2018,Shrub,,Shrub,ABMI-1360-SW_2018
ABMI-1361-NE,2018,GrassHerb,,Grass,ABMI-1361-NE_2018
ABMI-1361-SW,2018,GrassHerb,,Grass,ABMI-1361-SW_2018
ABMI-1362-NE,2016,WellSite,WellSite,HF,ABMI-1362-NE_2016
ABMI-1362-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1362-NW_2016
ABMI-1362-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1362-SE_2016
ABMI-1362-SW,2016,GrassHerb,UNK,HF,ABMI-1362-SW_2016
ABMI-1363-NE,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1363-NE_2016
ABMI-1363-NW,2016,GrassHerb,Lo,Grass,ABMI-1363-NW_2016
ABMI-1363-SE,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1363-SE_2016
ABMI-1363-SW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1363-SW_2016
ABMI-1364-NE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1364-NE_2016
ABMI-1364-NW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1364-NW_2016
ABMI-1364-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1364-SE_2016
ABMI-1364-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1364-SW_2016
ABMI-1368-NE,2015,GrassHerb,BlO,Grass,ABMI-1368-NE_2015
ABMI-1368-NW,2015,GrassHerb,BlO,Grass,ABMI-1368-NW_2015
ABMI-1368-SE,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1368-SE_2015
ABMI-1368-SW,2015,GrassHerb,Lo,Grass,ABMI-1368-SW_2015
ABMI-1369-NE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1369-NE_2015
ABMI-1369-NW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1369-NW_2015
ABMI-1369-SE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1369-SE_2015
ABMI-1369-SW,2015,GrassHerb,BlO,Grass,ABMI-1369-SW_2015
ABMI-1370-NE,2015,CultivationAbandoned,CultivationAbandoned,HF,ABMI-1370-NE_2015
ABMI-1370-NW,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1370-NW_2015
ABMI-1370-SE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1370-SE_2015
ABMI-1370-SW,2015,CultivationCrop,CultivationCrop,HF,ABMI-1370-SW_2015
ABMI-1381-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1381-NE_2017
ABMI-1381-NW,2017,Marsh,Lo,WetGrass,ABMI-1381-NW_2017
ABMI-1381-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1381-SE_2017
ABMI-1381-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1381-SW_2017
ABMI-1382-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1382-NE_2017
ABMI-1382-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1382-NW_2017
ABMI-1382-SE,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1382-SE_2017
ABMI-1382-SW,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1382-SW_2017
ABMI-1383-NE,2017,GrassHerb,LtcR,Grass,ABMI-1383-NE_2017
ABMI-1383-NW,2017,GrassHerb,Sy,Grass,ABMI-1383-NW_2017
ABMI-1383-SE,2017,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1383-SE_2017
ABMI-1383-SW,2017,GrassHerb,Sy,Grass,ABMI-1383-SW_2017
ABMI-1384-NE,2018,CultivationCrop,CultivationCrop,HF,ABMI-1384-NE_2018
ABMI-1384-SW,2018,CultivationCrop,CultivationCrop,HF,ABMI-1384-SW_2018
ABMI-1385-NE,2018,RoadTrailVegetated,RoadTrailVegetated,HF,ABMI-1385-NE_2018
ABMI-1385-SW,2018,GrassHerb,,Grass,ABMI-1385-SW_2018
ABMI-1387-NE,2016,GrassHerb,Lo,Grass,ABMI-1387-NE_2016
ABMI-1387-NW,2016,Shrub,Lo,Shrub,ABMI-1387-NW_2016
ABMI-1387-SE,2016,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1387-SE_2016
ABMI-1387-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1387-SW_2016
ABMI-1388B-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1388B-NE_2016
ABMI-1388B-NW,2016,CultivationTamePasture,CultivationTamePasture,Grass,ABMI-1388B-NW_2016
ABMI-1388B-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1388B-SE_2016
ABMI-1388B-SW,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1388B-SW_2016
ABMI-1389-NE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1389-NE_2016
ABMI-1389-NW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1389-NW_2016
ABMI-1389-SE,2016,GrassHerb,LenA,Grass,ABMI-1389-SE_2016
ABMI-1389-SW,2016,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1389-SW_2016
ABMI-1393-NE,2015,GrassHerb,BlO,Grass,ABMI-1393-NE_2015
ABMI-1393-NW,2015,GrassHerb,LenW,Water,ABMI-1393-NW_2015
ABMI-1393-SE,2015,GrassHerb,LenW,Grass,ABMI-1393-SE_2015
ABMI-1393-SW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1393-SW_2015
ABMI-1394-NE,2015,GrassHerb,,Grass,ABMI-1394-NE_2015
ABMI-1394-NW,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1394-NW_2015
ABMI-1394-SE,2015,CultivationTamePasture,CultivationTamePasture,Grass,ABMI-1394-SE_2015
ABMI-1394-SW,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1394-SW_2015
ABMI-1395-NE,2015,GrassHerb,Lo,Grass,ABMI-1395-NE_2015
ABMI-1395-NW,2015,GrassHerb,Lo,Grass,ABMI-1395-NW_2015
ABMI-1395-SE,2015,GrassHerb,Lo,Grass,ABMI-1395-SE_2015
ABMI-1395-SW,2015,GrassHerb,Lo,Grass,ABMI-1395-SW_2015
ABMI-13-NE,2015,TreedBog3,,WetTreed,ABMI-13-NE_2015
ABMI-13-NW,2015,Pine4,,Conif,ABMI-13-NW_2015
ABMI-13-SE,2015,TreedBogR,,WetTreed,ABMI-13-SE_2015
ABMI-13-SW,2015,ShrubbySwamp,,WetTreed,ABMI-13-SW_2015
ABMI-1405-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1405-NE_2017
ABMI-1405-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1405-NW_2017
ABMI-1405-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1405-SE_2017
ABMI-1405-SW,2017,Marsh,Lo,WetGrass,ABMI-1405-SW_2017
ABMI-1406-NE,2017,GrassHerb,LtcR,Grass,ABMI-1406-NE_2017
ABMI-1406-NW,2017,GrassHerb,LtcR,Grass,ABMI-1406-NW_2017
ABMI-1406-SE,2017,Marsh,LtcR,WetGrass,ABMI-1406-SE_2017
ABMI-1406-SW,2017,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1406-SW_2017
ABMI-1407-NE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1407-NE_2017
ABMI-1407-NW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1407-NW_2017
ABMI-1407-SE,2017,CultivationCrop,CultivationCrop,HF,ABMI-1407-SE_2017
ABMI-1407-SW,2017,CultivationCrop,CultivationCrop,HF,ABMI-1407-SW_2017
ABMI-1408-NE,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1408-NE_2018
ABMI-1408-SW,2018,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1408-SW_2018
ABMI-1409-NE,2018,GrassHerb,,Grass,ABMI-1409-NE_2018
ABMI-1409-SW,2018,GrassHerb,,Grass,ABMI-1409-SW_2018
ABMI-1410-NE,2018,GrassHerb,,Grass,ABMI-1410-NE_2018
ABMI-1410-SW,2018,WellSite,WellSite,HF,ABMI-1410-SW_2018
ABMI-1411-NE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-NE_2016
ABMI-1411-NE_b,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-NE_b_2016
ABMI-1411-NE-b,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-NE-b_2016
ABMI-1411-NW,2016,WellSite,WellSite,HF,ABMI-1411-NW_2016
ABMI-1411-NW_b,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-NW_b_2016
ABMI-1411-NW-b,2016,Marsh,,HF,ABMI-1411-NW-b_2016
ABMI-1411-SE,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-SE_2016
ABMI-1411-SE_b,2016,GrassHerb,Lo,Grass,ABMI-1411-SE_b_2016
ABMI-1411-SE-b,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-SE-b_2016
ABMI-1411-SW,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-SW_2016
ABMI-1411-SW_b,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-SW_b_2016
ABMI-1411-SW-b,2016,CultivationCrop,CultivationCrop,HF,ABMI-1411-SW-b_2016
ABMI-1412-NE,2016,GrassHerb,Sy,Grass,ABMI-1412-NE_2016
ABMI-1412-NW,2016,GrassHerb,Sy,Grass,ABMI-1412-NW_2016
ABMI-1412-SE,2016,GrassHerb,Sy,Grass,ABMI-1412-SE_2016
ABMI-1412-SW,2016,GrassHerb,Sy,Grass,ABMI-1412-SW_2016
ABMI-1413-NE,2016,CultivationRoughPasture,CultivationRoughPasture,HF,ABMI-1413-NE_2016
ABMI-1413-NW,2016,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1413-NW_2016
ABMI-1413-SE,2016,GrassHerb,Lo,Grass,ABMI-1413-SE_2016
ABMI-1413-SW,2016,GrassHerb,Lo,HF,ABMI-1413-SW_2016
ABMI-1417-NE,2015,GrassHerb,BlO,Grass,ABMI-1417-NE_2015
ABMI-1417-NW,2015,GrassHerb,BlO,Grass,ABMI-1417-NW_2015
ABMI-1417-SE,2015,CultivationRoughPasture,CultivationRoughPasture,Grass,ABMI-1417-SE_2015
ABMI-1417-SW,2015,GrassHerb,BlO,Grass,ABMI-1417-SW_2015
ABMI-1418-NE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1418-NE_2015
ABMI-1418-NW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1418-NW_2015
ABMI-1418-SE,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1418-SE_2015
ABMI-1418-SW,2015,CultivationTamePasture,CultivationTamePasture,HF,ABMI-1418-SW_2015
ABMI-1419-NE,2015,WellSite,WellSite,HF,ABMI-1419-NE_2015
ABMI-1419-NW,2015,CultivationCrop,CultivationCrop,Water,ABMI-1419-NW_2015
ABMI-1419-SE,2015,CultivationCrop,CultivationCrop,HF,ABMI-1419-SE_2015
ABMI-1419-SW,2015,RoadVegetatedVerge,RoadVegetatedVerge,HF,ABMI-1419-SW_2015
ABMI-1420-NE,2017,GrassHerb,Lo,Grass,ABMI-1420-NE_2017
ABMI-1420-NW,2017,GrassHerb,Lo,Grass,ABMI-1420-NW_2017
ABMI-1420-SE,2017,GrassHerb,Lo,Grass,ABMI-1420-SE_2017
ABMI-1420-SW,2017,GrassHerb,Lo,Grass,ABMI-1420-SW_2017
ABMI-1422-NW,2018,SnowIce,,Grass,ABMI-1422-NW_2018
ABMI-1422-SE,2018,SnowIce,,Grass,ABMI-1422-SE_2018
ABMI-1422-SW,2018,Bare,,Grass,ABMI-1422-SW_2018
ABMI-1423-NE,2018,Pine2,,Conif,ABMI-1423-NE_2018
ABMI-1423-SE,2018,SpruceR,,Conif,ABMI-1423-SE_2018
ABMI-1423-SW,2018,GrassHerb,,Grass,ABMI-1423-SW_2018
ABMI-1424-NE,2017,Spruce9,,Conif,ABMI-1424-NE_2017
ABMI-1424-NW,2017,Spruce9,,Conif,ABMI-1424-NW_2017
ABMI-1424-SE,2017,Spruce9,,Conif,ABMI-1424-SE_2017
ABMI-1424-SW,2017,Spruce9,,Conif,ABMI-1424-SW_2017
ABMI-1425-NE,2017,Pine5,,Conif,ABMI-1425-NE_2017
ABMI-1425-NW,2017,Pine6,,Conif,ABMI-1425-NW_2017
ABMI-1425-SE,2017,Pine5,,Conif,ABMI-1425-SE_2017
ABMI-1425-SW,2017,Spruce9,,Conif,ABMI-1425-SW_2017
